reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sortOrder,appId
9eeb095f-1876-4e4c-987d-64a01a148e1b,Yamiya _Chan,https://play-lh.googleusercontent.com/a-/ALV-UjU9ouV8nsiFLX33YKxJTXAtui9l-C_O_WpUffcwEukKAc4,"Capcut kadang annoying kadang enggak, yang saya maksud annoying adalah Aplikasinya sering lag dan sering nge freeze selain itu saat saya mencoba login ulang saya tidak bisa masuk selalu ada ""pengguna capcut harus berusia 13 tahun keaatas"" Itu sedikit annoying, tapi gpp yang penting bisa dipakai, dan kadang saat ingin ngedit/template itu sering nge lag dan selalu keluar sendiri tolong diperbaiki supaya aplikasinya menjadi lebih baik Dan tolong biarkan saya login :)",3,4254,9.1.1,9/6/2023 23:25,,,9.1.1,most_relevant,com.lemon.lvoverseas
cc4495ff-8295-4444-af05-d80c537ff100,Rian pebriana,https://play-lh.googleusercontent.com/a-/ALV-UjUuZK_aPnQaY9xUYwDounulDZIobuEW1fGCB6b2X3gyAkdr,"Tolong dong layanan nya ko malah sini malah jelek, gua setiap edit ga pernah bisa di ekspor ke galeri, sekali bisa malah ga ada gambarnya item semua.ini ulasan gua pertama kali waktu pake capcut...sampe sekarang gua masih belum ngasih bintang 5 karna masih ada bug di apk ini kurang akurat kalo versi sekarang",3,31,9.1.1,9/12/2023 16:46,,,9.1.1,most_relevant,com.lemon.lvoverseas
abd30c64-d8e1-43f8-b7ef-924330a673fd,creamy pandax,https://play-lh.googleusercontent.com/a/ACg8ocJamC3IA3rybHfZocwY-Q2fQ3XgBoOxJxCxIkggntE0=mo,"aplikasi udah bagus apalagi nyoba fitur premium, cuman sayangnya setelah barusan di update dan saya mau ngerjain project saya lagi malah pada ilang sendiri kaya transisi, font, musik, efek padahal di timeline nya ada... tolong di perbaiki min",3,886,9.2.0,9/14/2023 9:01,"Terima kasih atas umpan balik Anda. Dengan membuka ""Pengaturan"" > ""Umpan Balik"" di aplikasi CapCut, Anda bisa memberikan draf video yang sesuai dan umpan balik Anda untuk membantu kami menyelesaikan masalah. Mohon maaf atas ketidaknyamanan yang Anda alami.",9/15/2023 0:26,9.2.0,most_relevant,com.lemon.lvoverseas
2c0d0669-e6d9-4baa-aa5b-c591c5bb8135,haifa hasny,https://play-lh.googleusercontent.com/a-/ALV-UjV-Oty6pvy-bAZ7Z69sXuZx2sZP6ckNRdkywm_FSKtZhhg,Aplikasi nya sebelum di update bagus tetapi saat sudah di update menjadi lebih kaku dan kadang suka ngeleg kayak pas saya lagi ngedit video saya malah balik ke layar utama dan kadang saat lagi mempotong foto editan untuk menjadi video fotonya jadi lebih kecil tidak sesuai dengan yg saya inginkan yg sekarang jadi kaku banget kata saya lebih bagus yg dulu yg sekarang malah mempersulit saya mengedit video.,3,334,9.2.0,9/18/2023 6:17,,,9.2.0,most_relevant,com.lemon.lvoverseas
c72fc5d0-382a-4a0c-9b7f-0c32c5203fdf,Gw_lagi _Stress,https://play-lh.googleusercontent.com/a-/ALV-UjVQQaXSeUYBBa7OhFDL5e7Y4yJ30RBu6vTLotJP9ZfUAg,"Apk ini sangat bermanfaat jika ingin mengedit video tapi jika saya ingin mencari sesuatu di templat sering sekali ada tulisan "" Tidak dapat di muat ketuk untuk mencoba lagi "" maksudnya apa y? Saya ingin memakai templat, jadi untuk developer tolong di perbaiki 🙏.",3,55,9.3.0,9/25/2023 7:30,,,9.3.0,most_relevant,com.lemon.lvoverseas
7a324236-26e4-44e1-9340-7d2792dba7ee,M. Alamsyah A.B (Alamsyah),https://play-lh.googleusercontent.com/a-/ALV-UjVkg2MaDJ6bjT4eb6gS60vOUYPV6uVhki-FMCT-ozF6xFE,"aneh, mau edit video sm foto pas liburan eh pas buka cc fotonya malah ilang, padahal di galeri ada foto sama videonya. cuma itu problemnya dan untuk efek, filter video itu smua udah bagus, cuma itu tadi, mau ngedit foto video malah gaada gambarnya, padahal ada di galeri. tolong banget ya inimah dev nya, sory baru bisa segini bintangnya, krna emg segini kualitasnya.",3,186,9.3.0,9/28/2023 9:18,,,9.3.0,most_relevant,com.lemon.lvoverseas
3798dd39-83f1-4870-9e4e-8617e2cb7798,Isnawati Riyana,https://play-lh.googleusercontent.com/a/ACg8ocIbuPlovoiQeo6XLF49bF1VnDL08H8MOfJ5K6nuLo_h=mo,"udh komplain yg lain, trs di perbaiki mantab! skrng mau komplain lagi nieh. kalau pas pakai template, waktu pemilihan ft/video yg mau dipakai, trs kalau mau diganti. jangan muncul ke album dong. contoh, mau pakai template trs mau pakai ft yg hasilnya dari A, pas mau diganti. jangan munculnya di album, tp langsung munculnya di yg dri hsl ft/video A itu dong. udh itu aja mks.",3,84,9.3.1,9/30/2023 15:50,,,9.3.1,most_relevant,com.lemon.lvoverseas
17d0a773-554a-4ba9-9966-d1cbd4a780f3,Serly Wulan Dari,https://play-lh.googleusercontent.com/a/ACg8ocKPOnFNJkoHnglWNdFyB6ziC7838BNVIPtDBG8ROo2j=mo,"Setelah di update, kenapa susah mau menambahkan foto di template nya sih, sama di bagian template offline nya biasanya juga klu gk di hidupin datanya juga cepet memuat fotonya. Tolonglah pihak capcut ni di benerin, kmrn2 juga sblm di update mau memuat template nya payah banget.",3,882,9.3.2,10/8/2023 4:06,,,9.3.2,most_relevant,com.lemon.lvoverseas
5bdc683b-bbe2-4fb9-b326-d5407b44548b,Regi Official,https://play-lh.googleusercontent.com/a-/ALV-UjXq9oKbzwHW_iG615bKUfbhDOnyUSY6x6DFoXOqhHGkxw,"Aplikasi nya bagus, tapi kenapa Sy kasih bintang 3? Karena setiap Sy belum update pasti aplikasi nya ga bisa di gunakan harus di update selalu ada tulisan 'aplikasi telah usang' buat hp yg RAMnya dikit sperti hp Sy itu bikin hp Sy memorinya penuh mana MBnya besar lag dan ada satu lagi kendala yaitu terlalu banyak iklan yang sangat mengganggu. Tolong ya di PERBAIKI, walaupun gak di update masih bisa di pake apl nya dan iklannya di hapus atau di dikitin aja",3,2697,9.4.0,10/9/2023 7:49,"Terima kasih atas umpan balik Anda. Anda bisa mengirimkan detail umpan balik ke alamat email capcut.support@bytedance.com. Setelah menerima email Anda, kami akan membantu menyelesaikan masalah yang Anda sebutkan sesegera mungkin. Mohon maaf atas ketidaknyamanan yang Anda alami.",10/10/2023 2:34,9.4.0,most_relevant,com.lemon.lvoverseas
5554a7be-8f28-4f5f-8530-0e6c1f5565c4,Juhaenah Juhaenah,https://play-lh.googleusercontent.com/a/ACg8ocK0pM-2FKmB-i2FvcHhY1g77Djcf-UQ68RV9IUZZLNj=mo,"Aku dari dulu suka pakai capcut buat edit video cuma kekurangannya, kadang gak semua audio terbaca di capcut gak muncul saat mau masukin audio, udah berbagai cara dicoba di edit dulu di aplikasi lain audionya tetap gak terbaca di capcut, jadinya harus di edit dulu di aplikasi sebelah audionya masukin dulu video terus pasang audionya eksport dari aplikasi sebelah terus baru masukin ke capcut yang udah jdi video di import suara saja bisa langsung. Cuma memang harus seribet itukah? Hhmm",3,1023,9.3.2,10/10/2023 14:44,,,9.3.2,most_relevant,com.lemon.lvoverseas
